Date,Site ID,POC,Daily Max SO2 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,Site Latitude,Site Longitude,Dominant Source,Elevation (m),Measurement Scale,Measurement Scale Definition,Monitor Type,Monitoring Agency,Monitoring Objective,NAAQS Primary Monitor?,Networks,Probe Height (m),QA Primary Monitor?
2022-01-12,010970003,1,2,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-14,010970003,1,4.2,Parts per billion,6,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-15,010970003,1,1.5,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-16,010970003,1,1.4,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-17,010970003,1,0.8,Parts per billion,0,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-18,010970003,1,1.4,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-19,010970003,1,1.1,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-20,010970003,1,1.1,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-21,010970003,1,2.7,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-22,010970003,1,5.5,Parts per billion,7,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-23,010970003,1,0.9,Parts per billion,0,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-24,010970003,1,3,Parts per billion,4,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-25,010970003,1,1.2,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-26,010970003,1,4.6,Parts per billion,6,CHICKASAW,22,92,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-27,010970003,1,9.2,Parts per billion,13,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-28,010970003,1,1.3,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-29,010970003,1,0.8,Parts per billion,0,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-30,010970003,1,1.7,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-01-31,010970003,1,2.3,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-02,010970003,1,1.4,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-03,010970003,1,1.6,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-04,010970003,1,1.2,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-05,010970003,1,3.4,Parts per billion,4,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-06,010970003,1,9.3,Parts per billion,13,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-07,010970003,1,4.5,Parts per billion,6,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-08,010970003,1,11.3,Parts per billion,16,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-09,010970003,1,1.6,Parts per billion,1,CHICKASAW,22,92,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-10,010970003,1,2,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-11,010970003,1,1.5,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-12,010970003,1,1.8,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-13,010970003,1,1,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-14,010970003,1,1.3,Parts per billion,1,CHICKASAW,24,100,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-15,010970003,1,1.7,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-16,010970003,1,1.2,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-17,010970003,1,1.6,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-18,010970003,1,1.5,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-20,010970003,1,1.4,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-19,010970003,1,11.7,Parts per billion,16,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-21,010970003,1,1.4,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-22,010970003,1,1.4,Parts per billion,1,CHICKASAW,22,92,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-23,010970003,1,1.4,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-24,010970003,1,1.4,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-25,010970003,1,1.6,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-26,010970003,1,9.7,Parts per billion,13,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-27,010970003,1,2.9,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-02-28,010970003,1,1.9,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-01,010970003,1,5.9,Parts per billion,7,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-02,010970003,1,5.3,Parts per billion,7,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-03,010970003,1,3.9,Parts per billion,4,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-04,010970003,1,2.5,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-05,010970003,1,1.5,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-06,010970003,1,1.5,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-07,010970003,1,1.9,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-08,010970003,1,4.5,Parts per billion,6,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-10,010970003,1,7.7,Parts per billion,10,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-09,010970003,1,2.6,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-11,010970003,1,2.5,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-12,010970003,1,1.9,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-13,010970003,1,1.4,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-14,010970003,1,1.7,Parts per billion,1,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-15,010970003,1,2.1,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-16,010970003,1,2.2,Parts per billion,3,CHICKASAW,19,79,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-17,010970003,1,2.3,Parts per billion,3,CHICKASAW,21,88,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-18,010970003,1,2.4,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-19,010970003,1,2.2,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-20,010970003,1,4.3,Parts per billion,6,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-21,010970003,1,2.4,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-22,010970003,1,2.6,Parts per billion,3,CHICKASAW,22,92,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-23,010970003,1,2.6,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-24,010970003,1,2.8,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-25,010970003,1,2.5,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-26,010970003,1,2.3,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-27,010970003,1,3.3,Parts per billion,4,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-28,010970003,1,2.1,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-29,010970003,1,2.3,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-30,010970003,1,6.3,Parts per billion,9,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
2022-03-31,010970003,1,2.9,Parts per billion,3,CHICKASAW,23,96,42401,Sulfur dioxide,100,INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE,33660,"Mobile, AL",30.770181,-88.087761,AREA,10.67,NEIGHBORHOOD,500 M TO 4KM,SLAMS,Al Dept Of Env Mgt,POPULATION EXPOSURE,Y,,3,
